disease_id	name	cui	DKE
DIS006095	Bitemporal hemianopsia	C0085639	Falls
DIS002945	Bitter pit	C0015230	Exanthema
DIS005672	Black eye	C0013491	Ecchymosis
DIS004824	Black hairy tongue	C0043352	Xerostomia
DIS006292	Blackwater fever	C0003460	Anuria
DIS003672	Bladder exstrophy	C0000731	Abdomen distended
DIS001035	Bladder outlet obstruction	C0041618	Ultrasonography
DIS004365	Bladder sphincter dyssynergia	C0009806	Constipation
DIS003801	Bladder stone	C0000737	Abdominal pain
DIS010274	Blastic plasmacytoid dendritic cell neoplasm	C0005558	Biopsy
DIS004579	Blastocystosis	C0430414	Stool culture
DIS005138	Blastomycosis	C0029443	Osteomyelitis
DIS007646	Bleeding	C0019080	Hemorrhage
DIS005845	Blepharitis	C0005741	Blepharitis
DIS007395	Blepharospasm	C0005747	Blepharospasm
DIS003538	Blind loop syndrome	C0021390	Inflammatory bowel disease, NOS
DIS005781	Blister	C0011849	Diabetes mellitus, NOS
DIS007324	Blood in stool	C0019080	Hemorrhage
DIS004420	Blount's disease	C0544755	Bandy legged
DIS005071	Blue diaper syndrome	C0042014	Urinalysis
DIS007638	Blue nevus	C0027651	Neoplasms
DIS004217	Blue rubber bleb nevus syndrome	C0017181	Gastrointestinal hemorrhage, NOS
DIS001394	Blueberry muffin baby	C0023418	Leukemia, NOS
DIS000086	Bluetongue disease	C0010520	Cyanosis
DIS007154	Bobble-head doll syndrome	C0013604	Edema
DIS004104	Body dysmorphic disorder	C0004936	Mental disorders NOS
DIS004511	Body odor	C0085595	Body odor
DIS004338	Boil	C0007642	Cellulitis
DIS006537	Bone tumor	C0005967	Neoplasm of bone
DIS006549	Boomerang dysplasia	C0013336	Dwarfism
DIS006975	Borderline personality disorder	C0004936	Mental disorders NOS
DIS004216	Bornholm disease	C0008033	Pleuritic pain
DIS004039	Botulism	C0162297	Respiratory arrest
DIS005108	Boutonneuse fever	C0221198	Lesion
DIS004071	Bowel infarction	C0021390	Inflammatory bowel disease, NOS
DIS003270	Bowel obstruction	C0027651	Neoplasms
DIS006847	Boxer's fracture	C0030193	Pain
DIS004262	Brachial plexus injury	C0018944	Hematoma
DIS009009	Brachydactyly type D	C0149651	Clubbing
DIS007284	Brain abscess	C0021368	Inflammation
DIS005388	Brain herniation	C0013604	Edema
DIS003881	Brain ischemia	C0018798	Congenital heart defect
DIS001385	Brain metastasis	C0005558	Biopsy
DIS003486	Brain tumor	C0162676	Enzyme-multiplied immunoassay technique
DIS003705	Brainstem glioma	C0005558	Biopsy
DIS002799	Branch retinal vein occlusion	C0016313	Fluorescein angiography
DIS004890	Branchial cleft cyst	C0544791	Inflammatory fistula
DIS005797	Branchio-oculo-facial syndrome	C0008924	Cleft lip NOS
DIS004299	Braxton Hicks contractions	C0233187	Braxton Hicks contractions
DIS007001	Brazilian purpuric fever	C0025289	Meningitis
DIS003228	Breast cancer	C0005558	Biopsy
DIS004169	Breast cyst	C0010709	Cyst
DIS004481	Breast hematoma	C0018944	Hematoma
DIS010287	Breast mass	C0024103	Mass in breast
DIS004347	Breast pain	C0262397	Breast tenderness
DIS006228	Breech birth	C0025958	Microcephaly
DIS003655	Brenner tumour	C0016059	Fibrosis
DIS006137	Brief reactive psychosis	C0237154	Homeless
DIS006864	Brodie abscess	C0333641	Atrophic
DIS003350	Brody myopathy	C0015663	Fasting
DIS006592	Bromism	C0004134	Ataxia
DIS003484	Bronchiectasis	C0004364	Autoimmune disease NOS
DIS004597	Bronchitis	C0010200	Coughing
DIS006933	Bronchomalacia	C0013404	Dyspnea
DIS005989	Bronchopulmonary dysplasia	C0021368	Inflammation
DIS006530	Bronchospasm	C0004096	Asthma
DIS003616	Brown tumor	C0020502	Hyperparathyroidism
DIS001290	Brown Willy effect	C0016204	Flatulence
DIS006909	Brown's syndrome	C0021368	Inflammation
DIS005275	Brown-Séquard syndrome	C0022116	Ischemia
DIS005433	Brucellosis	C0000786	Spontaneous abortion
DIS006324	Brugada syndrome	C0342579	Electrolyte imbalance
DIS004369	Bruise	C0005779	Blood coagulation disorder
DIS004266	Bruit	C0018808	Heart murmur
DIS006638	Brunner syndrome	C0001807	Aggressive behavior
DIS006387	Bruns apraxia	C0003635	Apraxia, NOS
DIS007093	Bubonic plague	C0010200	Coughing
DIS006296	Buccal exostosis	C0006325	Bruxism
DIS006132	Budd–Chiari syndrome	C0027651	Neoplasms
DIS003485	Bulbar palsy	C0033790	Pseudobulbar palsy
DIS004036	Bulimia nervosa	C0740858	Substance abuse
DIS003994	Bullous keratopathy	C0333262	Vesicle (morphologic abnormality)
DIS007362	Bullous pemphigoid	C0005558	Biopsy
DIS005794	Bundle branch block	C0234518	Slurred speech
DIS006060	Bunion	C0006386	Bunion
DIS004461	Burkitt's lymphoma	C0027651	Neoplasms
DIS003554	Burn	C0001973	Alcohol dependence
DIS003171	Burning feet syndrome	C0011849	Diabetes mellitus, NOS
DIS004840	Burning mouth syndrome	C0043352	Xerostomia
DIS007012	Bursitis	C0006444	Bursitis
DIS003286	Buruli ulcer	C0030193	Pain
DIS005333	Buschke–Ollendorff syndrome	C0041618	Ultrasonography
DIS007510	Byssinosis	C0016059	Fibrosis
DIS006247	CADASIL	C0024485	Magnetic resonance imaging
DIS004730	Café au lait spot	C0221263	Cafe au lait spots
DIS005425	Calcaneal fracture	C0011849	Diabetes mellitus, NOS
DIS007056	Calcaneal spur	C0028754	Obesity
DIS004172	Calcific tendinitis	C0025568	Metaplasia
DIS007288	Calcifying odontogenic cyst	C0010709	Cyst
DIS005114	Calcinosis cutis	C0006663	Calcinosis
DIS006505	Calciphylaxis	C0011849	Diabetes mellitus, NOS
DIS006155	Calcium channel blocker toxicity	C0020456	Hyperglycemia
DIS002701	Calculus (medicine)	C0022650	Calculus of kidney
DIS006807	Callus	C0277794	Extreme exhaustion
DIS004393	CAMFAK syndrome	C0024032	Low birth weight
DIS006052	Campomelic dysplasia	C0041618	Ultrasonography
DIS003856	Camptodactyly	C0162429	Malnutrition
DIS007628	Campylobacteriosis	C0221423	Illness (finding)
DIS003363	Camurati–Engelmann disease	C0015672	Fatigue
DIS003473	Canavan disease	C0026827	Muscle hypotonia
DIS004014	Cancer	C0028754	Obesity
DIS004573	Cancer of unknown primary origin	C0024485	Magnetic resonance imaging
DIS005684	Candidiasis	C3714514	Infection
DIS005531	Capgras delusion	C0011253	Delusions
DIS006966	Capillary leak syndrome	C0021368	Inflammation
DIS005511	Caplan's syndrome	C0041296	Tuberculosis
DIS003637	Carbamoyl phosphate synthetase I deficiency	C0009421	Comatose
DIS007383	Carbon monoxide poisoning	C3714514	Infection
DIS005946	Carbuncle	C0011849	Diabetes mellitus, NOS
DIS004875	Carcinoid	C0231221	Asymptomatic
DIS005208	Carcinoid syndrome	C0024485	Magnetic resonance imaging
DIS005908	Carcinoma	C0005558	Biopsy
DIS005887	Carcinosarcoma	C0027651	Neoplasms
DIS006206	Cardiac fibroma	C0027651	Neoplasms
DIS001381	Cardiac myxoma	C0027651	Neoplasms
DIS003447	Cardiac tamponade	C0031046	Pericarditis
DIS006259	Cardiogenic shock	C0003811	Cardiac arrhythmia
DIS006376	Cardiomegaly	C0018800	Cardiomegaly
DIS007547	Cardiomyopathy	C0001973	Alcohol dependence
DIS005323	Cardiorenal syndrome	C0011849	Diabetes mellitus, NOS
DIS007042	Cardiovascular disease	C0011849	Diabetes mellitus, NOS
DIS005445	Carney complex	C0003862	Arthralgia
DIS003897	Carnitine palmitoyltransferase I deficiency	C0019209	Hepatomegaly
DIS005162	Carnitine palmitoyltransferase II deficiency	C0002627	Amniocentesis
DIS005732	Carnitine-acylcarnitine translocase deficiency	C0018798	Congenital heart defect
DIS004700	Carnosinemia	C0162429	Malnutrition
DIS004423	Caroli disease	C0008307	Cholangiography
DIS004947	Carotenosis	C0154271	Hypercarotinemia
DIS003565	Carotid artery dissection	C0038454	Cerebrovascular accident
DIS004648	Carotid artery stenosis	C0002978	Angiogram
DIS006240	Carotid-cavernous fistula	C0042373	Vascular disease
DIS004821	Carpenter syndrome	C0020534	Orbital separation excessive
DIS006511	Carrion's disease	C0043037	Common wart
DIS005199	Cartilage–hair hypoplasia	C0013336	Dwarfism
DIS006691	Caspase-8 deficiency	C0086438	Hypogammaglobulinemia
DIS003304	Cat eye syndrome	C0011570	Depression NOS
DIS006453	Cat-scratch disease	C0037284	Skin lesion
DIS005842	Catalepsy	C0004936	Mental disorders NOS
DIS005161	Cataplexy	C0007384	Cataplexy
DIS003288	Cataract	C0011849	Diabetes mellitus, NOS
DIS005058	Cataract-microcornea syndrome	C0086543	Cataract
DIS005461	Catatonia	C0004936	Mental disorders NOS
DIS004219	Catecholaminergic polymorphic ventricular tachycardia	C0003811	Cardiac arrhythmia
DIS006111	Cauda equina syndrome	C0392548	Cauda equina syndrome NOS
DIS004836	Caudal regression syndrome	C0221198	Lesion
DIS004767	Cauliflower ear	C0018944	Hematoma
DIS000072	Cavernous hemangioma	C0002978	Angiogram
DIS013448	Cavernous liver hemangioma	C0005558	Biopsy
DIS007246	Cavernous sinus thrombosis	C0243026	Sepsis
DIS007321	CD25 deficiency	C0162429	Malnutrition
DIS001037	Cellulite	C0028754	Obesity
DIS006433	Cellulitis	C0007642	Cellulitis
DIS003847	Cementoblastoma	C0027651	Neoplasms
DIS003413	Central cord syndrome	C0004398	Autopsy
DIS007437	Central core disease	C0005558	Biopsy
DIS005219	Central diabetes insipidus	C0014038	Encephalitis
DIS005174	Central facial palsy	C0015469	Facial nerve palsy
DIS004289	Central giant-cell granuloma	C0010709	Cyst
DIS007007	Central nervous system cavernous hemangioma	C0019080	Hemorrhage
DIS003419	Central nervous system cyst	C0010709	Cyst
DIS006547	Central nervous system disease	C3714514	Infection
DIS005145	Central neurocytoma	C0012833	Dizziness
DIS001249	Central neurogenic hyperventilation	C0221198	Lesion
DIS007487	Central pain syndrome	C0014544	Epilepsy
DIS004309	Central pontine myelinolysis	C0020621	Hypokalemia
DIS000771	Central retinal artery occlusion	C0003860	Arteritis
DIS004728	Central serous retinopathy	C0038999	Swelling
DIS004769	Central sleep apnea	C0003578	Apnea
DIS004154	Centronuclear myopathy	C0013839	Electromyography
DIS005755	Cephalohematoma	C0002871	Anemia
DIS007085	Cephalopelvic disproportion	C0041618	Ultrasonography
DIS004808	Cerebellar hypoplasia	C0006663	Calcinosis
DIS000643	Cerebellar hypoplasia (non-human)	C0162429	Malnutrition
DIS006128	Cerebellopontine angle syndrome	C0018784	Sensorineural deafness
DIS005360	Cerebral amyloid angiopathy	C0004398	Autopsy
DIS004942	Cerebral arteriovenous malformation	C0002978	Angiogram
DIS004416	Cerebral dysgenesis–neuropathy–ichthyosis–keratoderma syndrome	C0200125	Nerve conduction study
DIS005172	Cerebral edema	C0014038	Encephalitis
DIS005889	Cerebral hypoxia	C0002871	Anemia
DIS003256	Cerebral infarction	C0002978	Angiogram
DIS003386	Cerebral laceration	C0019080	Hemorrhage
DIS003670	Cerebral salt-wasting syndrome	C0018944	Hematoma
DIS005014	Cerebral softening	C0022116	Ischemia
DIS003820	Cerebral venous sinus thrombosis	C0004943	Behcet's syndrome
DIS006700	Cerebroretinal microangiopathy with calcifications and cysts	C0016313	Fluorescein angiography
DIS005105	Cerebrotendineous xanthomatosis	C0004134	Ataxia
DIS007537	Cerebrovascular disease	C0007820	Cerebrovascular disease NOS
DIS007310	Cervical agenesis	C0024485	Magnetic resonance imaging
DIS006449	Cervical cancer	C0302592	Carcinoma of cervix
DIS006675	Cervical ectropion	C0019080	Hemorrhage
DIS003411	Cervical fracture	C0019080	Hemorrhage
DIS003598	Cervical intraepithelial neoplasia	C3714514	Infection
DIS005990	Cervical polyp	C0021368	Inflammation
DIS004921	Cervical pregnancy	C0000786	Spontaneous abortion
DIS005166	Cervical spine disorder	C0007820	Cerebrovascular disease NOS
DIS009006	Cervical weakness	C0020709	Hysterosalpingogram
DIS003534	Cervicitis	C0231221	Asymptomatic
DIS006196	Chagas disease	C0013604	Edema
DIS006527	Chalazion	C1368816	Sebaceous adenoma
DIS005283	Chance fracture	C0024485	Magnetic resonance imaging
DIS004790	Channelopathy	C0013404	Dyspnea
DIS006711	Charcot–Marie–Tooth disease	C0013839	Electromyography
DIS004198	CHARGE syndrome	C0010417	Cryptorchidism
DIS006451	Charley horse	C0011175	Dehydration
DIS007511	Chédiak–Higashi syndrome	C0392674	Exhaustion
DIS003863	Chemical burn	C0010200	Coughing
DIS001386	Chemical pneumonitis	C0032285	Pneumonia
DIS003510	Chemotherapy-induced acral erythema	C0005558	Biopsy
DIS013447	Cherry angioma	C0018790	Cardiac arrest
DIS005423	Cherubism	C0221198	Lesion
DIS001489	Chest pain in children	C0008031	Chest pain NOS
DIS004774	Chiari malformation	C0024485	Magnetic resonance imaging
DIS003835	Chickenpox	C0015230	Exanthema
DIS005191	Chikungunya	C0003862	Arthralgia
DIS003699	Chilaiditi syndrome	C0003962	Ascites
DIS004541	Chilblains	C0011603	Dermatitis
DIS006291	CHILD syndrome	C0002170	Alopecia
DIS000816	Childhood absence epilepsy	C0036572	Convulsions
DIS006364	Childhood arthritis	C0221170	Muscular stiffness
DIS005782	Childhood disintegrative disorder	C0014544	Epilepsy
DIS005514	Childhood obesity	C0028754	Obesity
DIS006618	Chloracne	C0010709	Cyst
DIS006751	Chlorine gas poisoning	C0008031	Chest pain NOS
DIS006506	Choanal atresia	C0010520	Cyanosis
DIS005663	Choking	C0010200	Coughing
DIS004510	Cholangiocarcinoma	C0018941	Blood test
DIS005103	Cholecystitis	C0011849	Diabetes mellitus, NOS
DIS006461	Choledochal cysts	C0010709	Cyst
DIS007290	Cholera	C0011991	Diarrhea
DIS004998	Cholestasis	C0000734	Abdominal mass
DIS006780	Cholesteatoma	C0014511	Epithelial cyst
DIS005038	Cholesterol embolism	C0002978	Angiogram
DIS007203	Cholinergic urticaria	C0003028	Anhidrosis
DIS005452	Chondroblastoma	C0019080	Hemorrhage
DIS006083	Chondrocalcinosis	C0003864	Arthritis
DIS005348	Chondroma	C0027651	Neoplasms
DIS004294	Chondromalacia patellae	C0006444	Bursitis
DIS007242	Chorangioma	C0024485	Magnetic resonance imaging
DIS004956	Chordee	C0221182	Chordee
DIS005121	Chordoma	C0027651	Neoplasms
DIS005250	Chorea	C0008489	Chorea
DIS005719	Chorea acanthocytosis	C0008489	Chorea
DIS007536	Chorea gravidarum	C0040188	Tic disorder
DIS004290	Chorioamnionitis	C0039231	Tachycardia
DIS002818	Choriocarcinoma	C0000786	Spontaneous abortion
DIS006410	Choroid plexus papilloma	C0012833	Dizziness
DIS006211	Choroideremia	C0035304	Retinal degeneration, NOS
DIS004339	Chromhidrosis	C0263473	Chromhidrosis
DIS005480	Chromium deficiency	C0031117	Peripheral neuropathy, NOS
DIS003940	Chromoblastomycosis	C0018941	Blood test
DIS003668	Chromosome 5q deletion syndrome	C0002871	Anemia
DIS001089	Chronic allograft nephropathy	C0018965	Hematuria
DIS004473	Chronic atrophic rhinitis	C0003126	Anosmia
DIS006685	Chronic bacterial prostatitis	C0085696	Chronic prostatitis
DIS005056	Chronic cerebrospinal venous insufficiency	C0041618	Ultrasonography
DIS002774	Chronic eosinophilic leukemia	C0010200	Coughing
DIS004100	Chronic fatigue syndrome	C0015674	Chronic fatigue syndrome
DIS006051	Chronic granulomatous disease	C0016263	Flow cytometry
DIS003601	Chronic inflammatory demyelinating polyneuropathy	C0004364	Autoimmune disease NOS
DIS003797	Chronic kidney disease	C0011849	Diabetes mellitus, NOS
DIS005211	Chronic lymphocytic leukemia	C0009555	Complete blood count
DIS006220	Chronic mucocutaneous candidiasis	C0023901	Liver function test
DIS006565	Chronic myelomonocytic leukemia	C0002878	Hemolytic anemia, NOS
DIS006602	Chronic neutrophilic leukemia	C0005954	Bone marrow biopsy
DIS003436	Chronic obstructive pulmonary disease	C0004096	Asthma
DIS003850	Chronic pain	C0016204	Flatulence
DIS005683	Chronic pancreatitis	C0004364	Autoimmune disease NOS
DIS003761	Chronic paroxysmal hemicrania	C0024485	Magnetic resonance imaging
DIS007489	Chronic periodontitis	C0017574	Gingivitis
DIS005413	Chronic progressive external ophthalmoplegia	C0029089	Ophthalmoplegia
DIS005018	Chronic prostatitis/chronic pelvic pain syndrome	C0030193	Pain
DIS000808	Chronic pulmonary aspergillosis	C0023530	Leukopenia
DIS007110	Chronic recurrent multifocal osteomyelitis	C0018941	Blood test
DIS004798	Chronic traumatic encephalopathy	C0004398	Autopsy
DIS006503	Chronic venous insufficiency	C0017168	Gastroesophageal reflux disease
DIS006796	Chylomicron retention disease	C0011991	Diarrhea
DIS003229	Chylothorax	C0018021	Goiter
DIS006418	Cicatricial pemphigoid	C0241128	Nikolsky sign
DIS009011	Ciguatera fish poisoning	C0004134	Ataxia
DIS004963	Circadian rhythm sleep disorder	C0851578	Sleep disorders
DIS007495	Circulatory collapse	C0036974	Shock
DIS007212	Cirrhosis	C0023890	Cirrhosis of liver NOS
DIS006739	Citrullinemia	C0023380	Lethargy
DIS003926	Claude's syndrome	C0221198	Lesion
DIS005285	Clavicle fracture	C0024485	Magnetic resonance imaging
DIS006954	Clear-cell adenocarcinoma of the vagina	C0019080	Hemorrhage
DIS006967	Clear-cell sarcoma	C0005558	Biopsy
DIS006769	Cleidocranial dysostosis	C0038999	Swelling
DIS009020	Closed-head injury	C0085639	Falls
DIS004656	Clostridial necrotizing enteritis	C0000737	Abdominal pain
DIS010304	Clostridioides difficile infection	C0011991	Diarrhea
DIS004978	Clouston's hidrotic ectodermal dysplasia	C0002170	Alopecia
DIS003713	Clubfoot	C0002627	Amniocentesis
DIS004696	Cluster headache	C0030193	Pain
DIS007447	COACH syndrome	C0007758	Cerebellar ataxia NOS
DIS005046	Coagulopathy	C0005779	Blood coagulation disorder
DIS006695	Coalworker's pneumoconiosis	C0035229	Respiratory insufficiency, NOS
DIS003474	Coarctation of the aorta	C0038999	Swelling
DIS004926	Cobb syndrome	C0002978	Angiogram
DIS005185	Cocaine dependence	C0001807	Aggressive behavior
DIS007035	Coccidioidomycosis	C0008031	Chest pain NOS
DIS006964	Coccydynia	C0009193	Pain in the coccyx
DIS004443	Cockayne syndrome	C0015663	Fasting
DIS005635	Coeliac disease	C0005558	Biopsy
DIS007350	Coffin–Lowry syndrome	C0023185	Learning
DIS004360	Coffin–Siris syndrome	C0008073	Developmental disorder
DIS004714	Cogan syndrome	C0004364	Autoimmune disease NOS
DIS004487	Cognitive deficit	C0338656	Impaired cognition
DIS006961	Cohen syndrome	C0008513	Chorioretinitis
DIS006064	Cold agglutinin disease	C0041912	Upper respiratory infection NOS
DIS003354	Cold urticaria	C0042109	Urticaria
DIS003600	Colitis	C0009319	Colitis
DIS006704	Collagenous colitis	C0005558	Biopsy
DIS005035	Colloid cyst	C0024485	Magnetic resonance imaging
DIS003707	Coloboma	C0028738	Nystagmus
DIS007564	Coloboma of optic nerve	C0023185	Learning
DIS004328	Colorado tick fever	C0221423	Illness (finding)
DIS004458	Colorectal cancer	C0004610	Bacteremia
DIS004641	Combat stress reaction	C0027769	Nervousness
DIS007385	Combined hyperlipidemia	C0001973	Alcohol dependence
DIS007078	Combined small-cell lung carcinoma	C0027651	Neoplasms
DIS003454	Common cold	C0009443	Common cold
DIS004877	Commotio cordis	C0018790	Cardiac arrest
DIS005725	Communication disorder	C1527347	Difficulty speaking
DIS003678	Compartment syndrome	C0009492	Compartment syndrome, NOS
DIS005012	Complement deficiency	C3714514	Infection
DIS003083	Complex and mixed tumor	C0027651	Neoplasms
DIS007365	Complex partial status epilepticus	C0013819	Electroencephalography
DIS003332	Complex regional pain syndrome	C0018991	Hemiplegia
DIS002904	Compound heterozygosity	C0001973	Alcohol dependence
DIS000858	Compulsive hoarding	C0007820	Cerebrovascular disease NOS
DIS006333	Concussion	C0018681	Headache
DIS003922	Conduct disorder	C0023185	Learning
DIS003928	Conduction aphasia	C0221198	Lesion
DIS005062	Cone dystrophy	C0016313	Fluorescein angiography
DIS007323	Congenital absence of the vas deferens	C0037090	Respiratory symptom
DIS005437	Congenital adrenal hyperplasia	C0019572	Hirsutism
DIS004715	Congenital adrenal hyperplasia due to 11β-hydroxylase deficiency	C0006625	Cachexia
DIS006262	Congenital adrenal hyperplasia due to 21-hydroxylase deficiency	C0042755	Virilism
DIS004451	Congenital afibrinogenemia	C0030605	Activated partial thromboplastin time
DIS005258	Congenital amegakaryocytic thrombocytopenia	C0040034	Thrombocytopenia
DIS003659	Congenital cataract	C0086543	Cataract
DIS005225	Congenital contractural arachnodactyly	C0009917	Contracture
DIS005852	Congenital cytomegalovirus infection	C0015230	Exanthema
DIS006222	Congenital diaphragmatic hernia	C0020542	Pulmonary hypertension, NOS
DIS005939	Congenital disorder of glycosylation	C0015306	Multiple hereditary exostoses
DIS007286	Congenital distal spinal muscular atrophy	C0162429	Malnutrition
