synonym_name	code	name
Rochalimaea infection (disorder)	240623002	SNOMED CT
Rickettsiaceae Infections	D012288	MeSH
Vesicular rickettsiosis	083.2	ICD-9
Guinon's disease	2042-5068	CSP
Tourette Syndrome	D005879	MeSH
motor-verbal tic disorder	307.23	ICD-9
Psychogenic tics	268778009	SNOMED CT
Allergic purpura	287.0	ICD-9
Purpura, Schoenlein-Henoch	D011695	MeSH
Autoimmune purpura	31912009	SNOMED CT
Henoch-Sch?nlein purpura	246074004	SNOMED CT
Henoch-Sch@nlein purpura	367437009	SNOMED CT
Henoch-Scholein purpura	4006-0049	CSP
Henoch-Schonlein Purpura	C34963	NCI
Purpura, autoimmune	287.0	ICD-9
Miliaria crystallina	44279002	SNOMED CT
Miliaria	D008883	MeSH
Prickly heat - miliaria	201190003	SNOMED CT
Sudamina	705.1	ICD-9
Hypohidrosis (disorder)	45004005	SNOMED CT
Hypohidrosis	D007007	MeSH
Oligohidrosis	201189007	SNOMED CT
Bordetella Infections	D001885	MeSH
WC - Whooping cough	27836007	SNOMED CT
whooping cough	0368-3326	CSP
Anogenital Human papilloma Virus Infectious Disease	C4820	NCI
Condylomata Acuminata	D003218	MeSH
Anogenital warts	240542006	SNOMED CT
Genital warts	154365004	SNOMED CT
venereal wart	2020-4312	CSP
chromosome 2q35 duplication syndrome	185900	OMIM
Syndactyly	D013576	MeSH
symphalangism	253975004	SNOMED CT
symphalangy	75352001	SNOMED CT
webbing of digits	755.1	ICD-9
DiGeorge sequence (disorder)	77128003	SNOMED CT
DiGeorge Syndrome	D004062	MeSH
DiGeorge's syndrome	C2989	NCI
Pharyngeal pouch syndrome	279.11	ICD-9
Parathyroid Diseases	D010279	MeSH
familial benign hypercalcemia (disorder)	190868007	SNOMED CT
Hyperparathyroidism, Primary	D049950	MeSH
primary hyperparathyroidism (disorder)	36348003	SNOMED CT
Apollo disease	077.4	ICD-9
Conjunctivitis, Acute Hemorrhagic	D003232	MeSH
Epidemic hemorrhagic conjunctivitis	077.4	ICD-9
spondarthropathy	359173000	SNOMED CT
Spondylarthropathies	D025242	MeSH
orbital cellulitis	194005002	SNOMED CT
orbital cellulitis	D054517	MeSH
cancer of the appendix	C9330	NCI
Appendiceal Neoplasms	D001063	MeSH
malignant neoplasm of appendix vermiformis	153.5	ICD-9
malignant tumor of appendix (disorder)	363411007	SNOMED CT
malignant tumor of the appendix	C9333	NCI
Anemia, Neonatal	D000751	MeSH
Defibrination syndrome	286.6	ICD-9
Disseminated Intravascular Coagulation	D004211	MeSH
DIC	C2992	NCI
Diffuse or disseminated intravascular coagulation	286.6	ICD-9
deficiency of vitamin K	269.0	ICD-9
Vitamin K Deficiency	D014813	MeSH
deficiency of vitamin K (disorder)	124892003	SNOMED CT
vitamin K deficiency	2116-7764	CSP
vitamin K deficiency (disorder)	52675005	SNOMED CT
Brill Zinsser disease	2623-8052	CSP
Typhus, Epidemic Louse-Borne	D014438	MeSH
Brill's disease	081.1	ICD-9
Brill-Zinsser disease (disorder)	47761007	SNOMED CT
Recrudescent typhus	081.1	ICD-9
Typhus, Endemic Flea-Borne	D014437	MeSH
Endemic Typhus fever	081.0	ICD-9
Exanthematic Typhus fever	080	ICD-9
Flea typhus	414263007	SNOMED CT
Louse-borne [epidemic] typhus	080	ICD-9
Murine [endemic] typhus	081.0	ICD-9
Typhus fever	187383009	SNOMED CT
benign lymphoreticulosis	078.3	ICD-9
Cat-Scratch Disease	D002372	MeSH
Lyssa	071	ICD-9
Rabies	D011818	MeSH
Psittacosis	D009956	MeSH
Trachoma	D014141	MeSH
Hemorrhagic fever, Russian	078.6	ICD-9
Hemorrhagic Fever with Renal Syndrome	D006480	MeSH
Hemorrhagic nephrosonephritis	078.6	ICD-9
Puumala virus nephropathy (disorder)	364756009	SNOMED CT
Pituitary apoplexy (disorder)	237701005	SNOMED CT
Pituitary Apoplexy	D010899	MeSH
Ainhum	38528001	SNOMED CT
Ainhum	D000387	MeSH
Dactylolysis spontanea	136.0	ICD-9
Sarcoidosis	D012507	MeSH
lymphogranulomatosis	2024-3715	CSP
Fusobacterium Infections	D005674	MeSH
clostridial tetanus	0368-2622	CSP
Tetanus	D013742	MeSH
Infection due to Clostridium tetani	276202003	SNOMED CT
Pneumocystis carinii pneumonia	155557008	SNOMED CT
Pneumonia, Pneumocystis	D011020	MeSH
Pneumocystis pneumonia	2596-6076	CSP
Pneumocystosis	136.3	ICD-9
Pneumocystosis pneumonia	415125002	SNOMED CT
pulmonary pneumocystosis (disorder)	57541005	SNOMED CT
Gingival recession	523.2	ICD-9
Gingival Recession	D005889	MeSH
Gingival recession (disorder)	4356008	SNOMED CT
Gingival recession NOS (disorder)	196360003	SNOMED CT
Gingival recession, localized	523.24	ICD-9
Gingival recession, unspecified	523.20	ICD-9
localized gingival recession (disorder)	59898000	SNOMED CT
Arcus of cornea	231924000	SNOMED CT
Arcus Senilis	D001112	MeSH
Phlebotomus Fever	D010217	MeSH
Sandfly fever	186605002	SNOMED CT
Sandfly-borne arboviral fever	240517002	SNOMED CT
Sandfly-borne bunyavirus fever (disorder)	240518007	SNOMED CT
Sandfly-borne phleboviral disease	407476002	SNOMED CT
Subluxation of lens	379.32	ICD-9
Lens Subluxation	D007906	MeSH
Megacolon	D008531	MeSH
Gnathostomiasis	128.1	ICD-9
Gnathostomiasis	D058429	MeSH
Infectious Disease by Gnathostoma (disorder)	44086001	SNOMED CT
Spinal Cord meningioma	C6935	NCI
Meningioma	D008579	MeSH
Spinal meningioma (disorder)	189167009	SNOMED CT
Cryptorchism	752.51	ICD-9
Cryptorchidism	D003456	MeSH
Undescended testicle	156967003	SNOMED CT
undescended testicles	C12326	NCI
Undescended testis	752.51	ICD-9
abscess epidural	192752004	SNOMED CT
Epidural Abscess	D020802	MeSH
Subdural abscess (disorder)	37660004	SNOMED CT
Empyema, Subdural	D013354	MeSH
adult RDS	C3353	NCI
Respiratory Distress Syndrome, Adult	D012128	MeSH
ARDS	2596-8861	CSP
Non-cardiogenic pulmonary edema	95437004	SNOMED CT
Shock lung	518.5	ICD-9
Xanthogranulomatous pyelonephritis	197777006	SNOMED CT
Pyelonephritis, Xanthogranulomatous	D011705	MeSH
Xanthogranulomatous pyelonephritis (disorder)	38898003	SNOMED CT
Corynebacterium Infections	D003354	MeSH
benign intracran. hypt.	155052007	SNOMED CT
Pseudotumor Cerebri	D011559	MeSH
benign intracranial hypertension	348.2	ICD-9
benign intracranial hypertension (disorder)	68267002	SNOMED CT
Pseudotumor cerebri	348.2	ICD-9
Constrictive pericarditis	423.2	ICD-9
Pericarditis, Constrictive	D010494	MeSH
Constrictive pericarditis (disorder)	85598007	SNOMED CT
Constrictive pericarditis NOS (disorder)	194969008	SNOMED CT
Haemopericardium	155339006	SNOMED CT
Pericardial Effusion	D010490	MeSH
Bernard Horner syndrome	1114-9021	CSP
Horner Syndrome	D006732	MeSH
cervical sympathetic paralysis	12731000	SNOMED CT
Cardiac Tamponade	D002305	MeSH
Rose's tamponade	1393-3373	CSP
Congenital insufficiency of mitral valve (disorder)	29928006	SNOMED CT
Mitral Valve Insufficiency	D008944	MeSH
congenital mitral insufficiency	233857005	SNOMED CT
mitral regurgitation	1393-3923	CSP
Mitral valve incompetence	194977007	SNOMED CT
Diabetic autonomic neuropathy (disorder)	50620007	SNOMED CT
Diabetic Neuropathies	D003929	MeSH
Otitis media with effusion - purulent	38394007	SNOMED CT
Otitis Media, Suppurative	D010035	MeSH
Purulent otitis media	382.4	ICD-9
Psychogenic rumination (disorder)	192014006	SNOMED CT
Feeding and Eating Disorders of Childhood	D019959	MeSH
Budd-Chiari Syndrome	D006502	MeSH
Congenital fissure of tongue	3803006	SNOMED CT
Tongue, Fissured	D014063	MeSH
Congenital plicated tongue	204631004	SNOMED CT
Fissure of tongue	204627005	SNOMED CT
Fissure of tongue, congenital	750.13	ICD-9
Furrowed tongue	529.5	ICD-9
Plicated tongue	529.5	ICD-9
Stenosis of larynx	195864007	SNOMED CT
Laryngostenosis	D007829	MeSH
Adie's pupil or syndrome	379.46	ICD-9
Adie Syndrome	D000270	MeSH
Adie's pupil syndrome	24225004	SNOMED CT
Holmes-Adie syndrome	C34357	NCI
Chandler's syndrome (disorder)	404632009	SNOMED CT
Iridocorneal Endothelial Syndrome	D057129	MeSH
Dystrophy of corneal endothelium	416960004	SNOMED CT
Endothelial corneal dystrophy	371.57	ICD-9
Posterior membrane corneal dystrophy	231935005	SNOMED CT
Fuchs' Endothelial Dystrophy	D005642	MeSH
Fuchs' corneal dystrophy	393581005	SNOMED CT
Fuchs' endothelial corneal dystrophy	193839007	SNOMED CT
Chondrocalcinosis	D002805	MeSH
Retinal vasculitis	362.18	ICD-9
Retinal Vasculitis	D031300	MeSH
Retinal vasculitis (disorder)	77628002	SNOMED CT
Retinal vasculitis NOS (disorder)	193367006	SNOMED CT
Cardiovascular malfunction arising from mental factors	306.2	ICD-9
Neurocirculatory Asthenia	D009449	MeSH
Cardiovascular neurosis	306.2	ICD-9
Da Costa's syndrome	46219009	SNOMED CT
Krishaber's disease	72994002	SNOMED CT
Infection by Listeria monocytogenes	027.0	ICD-9
Listeriosis	D008088	MeSH
Listeria infection	0368-3200	CSP
familial autonomic nervous dysfunction	0725-5371	CSP
Dysautonomia, Familial	D004402	MeSH
familial dysautonomia	204087006	SNOMED CT
HSAN III	29159009	SNOMED CT
Sweating, Gustatory	D013547	MeSH
gustatory hyperhidrosis (disorder)	238758008	SNOMED CT
breast engorgement in newborn	778.7	ICD-9
Gynecomastia	D006177	MeSH
Neonatal gynaecomastia	157159001	SNOMED CT
Multicystic ovaries	237792009	SNOMED CT
Polycystic Ovary Syndrome	D011085	MeSH
PCOS	2587-6155	CSP
Polycystic Ovarian disease	C27086	NCI
Polycystic ovaries	256.4	ICD-9
Polycystic ovaries (disorder)	69878008	SNOMED CT
polycystic ovary	2587-6111	CSP
Polycystic ovary syndrome	237055002	SNOMED CT
Stein-Leventhal synd.	271199009	SNOMED CT
Stein-Leventhal syndrome	C26862	NCI
hyperandrogenization syndrome	237793004	SNOMED CT
Hyperandrogenism	D017588	MeSH
Ca penis	154536009	SNOMED CT
Penile Neoplasms	D010412	MeSH
malignant Penile tumor	C7547	NCI
Penile Ca	93954003	SNOMED CT
necrosis of the pulp	522.1	ICD-9
Dental Pulp Necrosis	D003790	MeSH
necrosis of the pulp NOS (disorder)	196334004	SNOMED CT
necrotic pulp	42711005	SNOMED CT
pulp necrosis	196332000	SNOMED CT
Generalized thyroid hormone resistance (disorder)	237560005	SNOMED CT
Thyroid Hormone Resistance Syndrome	D018382	MeSH
Refetoff syndrome (disorder)	111567006	SNOMED CT
thyroid hormone resistance	2928-9974	CSP
Thyroid hormone resistance syndrome (disorder)	237559000	SNOMED CT
Thyroid hormone responsiveness defect (disorder)	50375007	SNOMED CT
Pemphigoid, Benign Mucous Membrane	D010390	MeSH
benign mucous membrane pemphigoid with ocular involvement	694.61	ICD-9
Cicatricial pemphigoid with ocular involvement	76092003	SNOMED CT
Tritan defect	368.53	ICD-9
Color Vision Defects	D003117	MeSH
Tritanopia	368.53	ICD-9
renal sclerosis	4003-0020	CSP
Nephrosclerosis	D009400	MeSH
Infection by Onchocerca volvulus (disorder)	38539003	SNOMED CT
Onchocerciasis	D009855	MeSH
Onchocerca volvulus infection	125.3	ICD-9
volvulosis	2214-3590	CSP
Hyperlipidemias	D006949	MeSH
hyperlipemia	1744-2444	CSP
Cardiac tumor	C3081	NCI
Heart Neoplasms	D006338	MeSH
malignant Cardiac tumor	C3548	NCI
Tumour of heart	126730001	SNOMED CT
Dysgammaglobulinemia (disorder)	123782009	SNOMED CT
Dysgammaglobulinemia	D004406	MeSH
Dysgammaglobulinemia (finding)	127389001	SNOMED CT
familial hyperlipoproteinemia type V	1849-4520	CSP
Hyperlipoproteinemia Type V	D006954	MeSH
familial type 5 hyperlipoproteinemia (disorder)	34349009	SNOMED CT
Fredrickson type V lipaemia	190781009	SNOMED CT
Diabetic vascular disorder	C35610	NCI
Diabetic Angiopathies	D003925	MeSH
GDM	0862-6650	CSP
Diabetes, Gestational	D016640	MeSH
Gestational diabetes mellitus	237629002	SNOMED CT
Maternal gestational diabetes mellitus	11687002	SNOMED CT
Prediabetes	9414007	SNOMED CT
Prediabetic State	D011236	MeSH
prediabetic state	0862-7400	CSP
Muscular dystrophy, oculopharyngeal	359.1	ICD-9
Muscular Dystrophy, Oculopharyngeal	D039141	MeSH
Oculopharyngeal muscular dystrophy (disorder)	77097004	SNOMED CT
Endogenous hyperlipidaemia	129589009	SNOMED CT
Hyperlipoproteinemia Type IV	D006953	MeSH
Fredrickson type IV hyperlipoproteinemia (disorder)	238085009	SNOMED CT
Fredrickson type IV lipidaemia	190779007	SNOMED CT
Fredrickson type IV Lipidemia	C34711	NCI
VLDL hyperlipoproteinemia	272.1	ICD-9
Distal Myopathies	D049310	MeSH
Glycogen Storage Disease Type VII	D006014	MeSH
Glycogen storage disease, type VII (disorder)	89597008	SNOMED CT
Muscle phosphofructokinase deficiency (disorder)	234406005	SNOMED CT
phosphofructokinase myopathy	1849-4121	CSP
Myotonic Dystrophy	D009223	MeSH
Dystrophia myotonica	267713009	SNOMED CT
Muscular dystrophy, Duchenne	359.1	ICD-9
Muscular Dystrophy, Duchenne	D020388	MeSH
Muscular Dystrophies, Limb-Girdle	D049288	MeSH
Leyden-Mbius muscular dystrophy	93153005	SNOMED CT
limb girdle muscular dystrophy	1849-6662	CSP
Brachmann de Lange syndrome	2403-8925	CSP
De Lange Syndrome	D003635	MeSH
Muscular Dystrophy, Emery-Dreifuss	D020389	MeSH
Landouzy Dejerine muscular dystrophy	1849-6662	CSP
Muscular Dystrophy, Facioscapulohumeral	D020391	MeSH
Landouzy-Dejerine muscular dystrophy	399091004	SNOMED CT
Muscular dystrophy, Landouzy-Dejerine	359.1	ICD-9
Bannwarth syndrome (disorder)	48982009	SNOMED CT
Lyme Disease	D008193	MeSH
Bannworth's syndrome	23502006	SNOMED CT
Lyme borreliosis	0368-3340	CSP
Neurological Lyme disease	240672009	SNOMED CT
Anemia, Hypochromic	D000747	MeSH
Bronchial Diseases	D001982	MeSH
Ocular nystagmus	39771000	SNOMED CT
Nystagmus, Pathologic	D009759	MeSH
Searching eye movements	246784009	SNOMED CT
visual deprivation nystagmus	379.53	ICD-9
visual deprivation nystagmus (disorder)	45339001	SNOMED CT
malignant tumour of ureter	154543003	SNOMED CT
Ureteral Neoplasms	D014516	MeSH
malignant ureteral tumor	C7543	NCI
degenerative progressive high myopia	32022003	SNOMED CT
Myopia, Degenerative	D047728	MeSH
progressive high (degenerative) myopia	360.21	ICD-9
progressive high myopia	360.21	ICD-9
near vision	1116-2455	CSP
Myopia	D009216	MeSH
near-sightedness	367.1	ICD-9
epilepsy, visual	345.5	ICD-9
Seizures	D012640	MeSH
Clubfoot	D003025	MeSH
Congenital equinovarus	754.51	ICD-9
Equinovarus deformity of foot (finding)	249808002	SNOMED CT
Nephrotic Syndrome	D009404	MeSH
Coronary artery spasm (disorder)	23687008	SNOMED CT
Coronary Vasospasm	D003329	MeSH
Coronary artery thrombosis (disorder)	66514008	SNOMED CT
Coronary Thrombosis	D003328	MeSH
Posterior tibial neuropathy (disorder)	399364006	SNOMED CT
Tibial Neuropathy	D020429	MeSH
Tibial neuropathy (disorder)	359842002	SNOMED CT
Tibial neuropathy (disorder) [Ambiguous]	35062009	SNOMED CT
Dementia in Pick's disease (disorder)	192174003	SNOMED CT
Pick Disease of the Brain	D020774	MeSH
Denture sore mouth	528.9	ICD-9
Stomatitis, Denture	D013282	MeSH
malignant neoplasm of vagina	184.0	ICD-9
Vaginal Neoplasms	D014625	MeSH
malignant tumor of vagina (disorder)	363445000	SNOMED CT
malignant vaginal tumor	C7410	NCI
neoplasm of vagina (disorder)	126921000	SNOMED CT
vagina neoplasm	2016-2004	CSP
vaginal tumor	C3437	NCI
gastric atonia	196753007	SNOMED CT
Gastroparesis	D018589	MeSH
Gastroparalysis	536.3	ICD-9
Gastroparesis syndrome	77164002	SNOMED CT
neoplasm of peripheral nerve (disorder)	126980002	SNOMED CT
Peripheral Nervous System Neoplasms	D010524	MeSH
nerve sheath neoplasm	2012-6947	CSP
tumor of PNS	C3321	NCI
Head and Neck Neoplasms	D006258	MeSH
head/neck neoplasm	2005-4325	CSP
tumor of head and neck (disorder)	255055008	SNOMED CT
CJD (Creutzfeldt Jakob disease)	2042-5006	CSP
Creutzfeldt-Jakob Syndrome	D007562	MeSH
Creutzfeldt-Jacob disease	C26802	NCI
Jakob-Creutzfeldt disease	046.1	ICD-9
Subacute spongiform encephalopathy	046.1	ICD-9
Transmissible virus dementia (disorder)	79358009	SNOMED CT
Esophagitis	D004941	MeSH
Botulism	D001906	MeSH
Food poisoning due to Clostridium botulinum	005.1	ICD-9
Foodborne botulism	398523009	SNOMED CT
Infection due to clostridium botulinum	398565003	SNOMED CT
Intoxication with Clostridium botulinum toxin	414531002	SNOMED CT
Severe obesity	278.01	ICD-9
Obesity, Morbid	D009767	MeSH
Prader Willi syndrome	1849-7731	CSP
Prader-Willi Syndrome	D011218	MeSH
Cardiomyopathy, Hypertrophic	D002312	MeSH
hypertrophic obstructive cardiomyopathy	389999002	SNOMED CT
testicular Torsion	C26885	NCI
Spermatic Cord Torsion	D013086	MeSH
Torsion of testicle	608.2	ICD-9
Torsion of testis	608.2	ICD-9
Genital Neoplasms, Female	D005833	MeSH
malignant Gynecologic tumor	C4913	NCI
Ischemic optic neuropathy	377.41	ICD-9
Optic Neuropathy, Ischemic	D018917	MeSH
Hyperaldosteronism	D006929	MeSH
primary aldosteronism	255.10	ICD-9
primary hyperaldosteronism	C34510	NCI
primary hyperaldosteronism	D003480	MeSH
Sympathetic uveitis	360.11	ICD-9
Ophthalmia, Sympathetic	D009879	MeSH
Diffuse uveitis	75614007	SNOMED CT
Panuveitis	D015864	MeSH
Hypersensitivity	D006967	MeSH
Busse-Buschke's disease	20850004	SNOMED CT
Cryptococcosis	D003453	MeSH
European cryptococcosis	117.5	ICD-9
torula	1198-5059	CSP
torulosis	1988-4587	CSP
cerebroatrophic hyperammonemia	4001-0114	CSP
Rett Syndrome	D015518	MeSH
Rett's disorder	68618008	SNOMED CT
Spirillary fever	026.0	ICD-9
Rat-Bite Fever	D011906	MeSH
Trifacial neuralgia	350.1	ICD-9
Trigeminal Neuralgia	D014277	MeSH
trifocal neuralgia	2042-6701	CSP
Trigeminal neuralgia	350.1	ICD-9
Trigeminal neuralgia (disorder)	31681005	SNOMED CT
Trigeminal neuralgia [no drugs here] (disorder)	322769008	SNOMED CT
Trigeminal neuralgia NOS (disorder)	193090007	SNOMED CT
Hemosiderosis	D006486	MeSH
Granulomatosis - Wegener's	266323005	SNOMED CT
Granulomatosis with Polyangiitis	D014890	MeSH
Necrotizing respiratory granulomatosis	446.4	ICD-9
Wegener's syndrome (disorder)	239934006	SNOMED CT
Congenital factor VIII disorder	286.0	ICD-9
Hemophilia A	D006467	MeSH
Subhemophilia	286.0	ICD-9
dysthymia	2483-6681	CSP
Dysthymic Disorder	D019263	MeSH
neurogenic dysfunction of the urinary bladder	23201000	SNOMED CT
Urinary Bladder, Neurogenic	D001750	MeSH
neurogenic urinary bladder disorder	3045-9211	CSP
Neuropathic bladder	197883004	SNOMED CT
LCM	2042-5332	CSP
Lymphocytic Choriomeningitis	D008216	MeSH
Lymphocytic choriomeningitis virus encephalomyelitis (disorder)	397961002	SNOMED CT
Lymphocytic meningitis (disorder)	276064006	SNOMED CT
Lymphocytic meningoencephalitis (disorder)	276817007	SNOMED CT
acute aseptic meningitis	192672003	SNOMED CT
Meningitis, Aseptic	D008582	MeSH
Aseptic meningitis	186490006	SNOMED CT
Aseptic meningitis (disorder)	301770000	SNOMED CT
carpal tunnel median neuropathy	2042-6577	CSP
Carpal Tunnel Syndrome	D002349	MeSH
Carpal tunnel syndrome	155073007	SNOMED CT
Carpal tunnel syndrome (disorder)	57406009	SNOMED CT
CTS - Carpal tunnel syndrome	193126005	SNOMED CT
Median nerve entrapment	354.0	ICD-9
Median nerve entrapment (disorder)	246611002	SNOMED CT
Lesion of radial nerve	354.3	ICD-9
Radial Neuropathy	D020425	MeSH
Lesion of radial nerve, NOS	16644004	SNOMED CT
Radial nerve lesion NOS (disorder)	193140006	SNOMED CT
Radial nerve lesions (disorder)	193137006	SNOMED CT
Goiter	D006042	MeSH
acquired agammaglobulinemia	C26725	NCI
Common Variable Immunodeficiency	D017074	MeSH
sporadic hypogammaglobulinemia	279.06	ICD-9
Infection by Echinochasmus	52918004	SNOMED CT
Echinostomiasis	D004451	MeSH
disease due to Dicrocoeliidae	105668007	SNOMED CT
Dicrocoeliasis	D004011	MeSH
breakbone fever	3100-2165	CSP
Dengue	D003715	MeSH
Dengue Fever	C34528	NCI
Severe Dengue	D019595	MeSH
Bancroftian elephantiasis (disorder)	91586009	SNOMED CT
Elephantiasis, Filarial	D004605	MeSH
Bancroftian filarial chyluria	240825006	SNOMED CT
Elephantiasis of eyelid (disorder)	14100003	SNOMED CT
Lymphatic filariasis (disorder)	240820001	SNOMED CT
Oligohydramnios	D016104	MeSH
Oligohydramnios - delivered	199653002	SNOMED CT
Dementia with Lewy bodies	331.82	ICD-9
Lewy Body Disease	D020961	MeSH
Diffuse Lewy body disease (disorder)	80098002	SNOMED CT
Lewy body disease	230277007	SNOMED CT
Senile dementia of the Lewy body type (disorder)	312991009	SNOMED CT
Cartilage disorder	268062001	SNOMED CT
Cartilage Diseases	D002357	MeSH
Chondropathy	367355001	SNOMED CT
Liver Cirrhosis, Biliary	D008105	MeSH
chronic nonsuppurative destructive cholangitis	1761006	SNOMED CT
Congenital factor IX deficiency	154817006	SNOMED CT
Hemophilia B	D002836	MeSH
Congenital factor IX disorder	286.1	ICD-9
deficiency, functional factor IX	286.1	ICD-9
factor IX deficiency	0438-3499	CSP
Coloboma	D003103	MeSH
Aplasia of iris	204161008	SNOMED CT
Aniridia	D015783	MeSH
CHF Congo virus	065.0	ICD-9
Hemorrhagic Fever, Crimean	D006479	MeSH
Congo-Crimean Hemorrhagic Fever	C34682	NCI
Crimean hemorrhagic fever [CHF Congo virus]	065.0	ICD-9
Schizophrenia, Paranoid	D012563	MeSH
Paranoid type schizophrenia	295.3	ICD-9
Paraphrenia - late	192330005	SNOMED CT
Paraphrenic schizophrenia	295.3	ICD-9
Harada's disease	363.22	ICD-9
Uveomeningoencephalitic Syndrome	D014607	MeSH
Vogt-Koyanagi syndrome	364.24	ICD-9
Vogt-Koyanagi-Harada disease (disorder)	193497004	SNOMED CT
Incontinentia pigmenti (disorder)	205567005	SNOMED CT
Incontinentia Pigmenti	D007184	MeSH
Incontinentia pigmenti syndrome (disorder)	367520004	SNOMED CT
