disease_id	name	code	name
DIS007470	Meatal stenosis	001599	MedlinePlus
DIS004215	Meckel's diverticulum	000234	MedlinePlus
DIS014261	Meckel–Gruber syndrome	249000	OMIM
DIS004727	Meconium aspiration syndrome	001596	MedlinePlus
DIS005015	Meconium peritonitis	777.6	ICD-9-CM
DIS006105	Medial medullary syndrome	emerg/834	eMedicine
DIS003649	Median arcuate ligament syndrome	447.4	ICD-9-CM
DIS003409	Median rhomboid glossitis	529.2	ICD-9-CM
DIS004185	Mediastinal tumor	001086	MedlinePlus
DIS003771	Mediastinitis	000081	MedlinePlus
DIS014297	Medication-related osteonecrosis of the jaw	D059266	MeSH
DIS005096	Medium-chain acyl-coenzyme A dehydrogenase deficiency	201450	OMIM
DIS006880	Medullary cystic kidney disease	000465	MedlinePlus
DIS005290	Medullary sponge kidney	753.17	ICD-9-CM
DIS004235	Medulloblastoma	155255	OMIM
DIS006969	Medulloepithelioma	D018242	MeSH
DIS002871	Meesmann corneal dystrophy	122100	OMIM
DIS003890	Megacolon	32198	DiseasesDB
DIS002694	Megaesophagus	31519	DiseasesDB
DIS005376	Megalencephaly	155350	OMIM
DIS005888	Megaloblastic anemia	000567	MedlinePlus
DIS004008	Meige's syndrome	31428	DiseasesDB
DIS006856	Meigs' syndrome	7943	DiseasesDB
DIS005616	Melanocytic nevus	216	ICD-9-CM
DIS004288	Melanoma	000850	MedlinePlus
DIS006340	MELAS syndrome	277.87	ICD-9-CM
DIS005758	Melasma	000836	MedlinePlus
DIS005588	Meleda disease	248300	OMIM
DIS003540	Melioidosis	025	ICD-9-CM
DIS006615	Melkersson–Rosenthal syndrome	155900	OMIM
DIS005069	Melorheostosis	155950	OMIM
DIS004870	Membranous glomerulonephritis	583.1	ICD-9-CM
DIS003606	Mendelson's syndrome	668.0	ICD-9-CM
DIS003848	Ménétrier's disease	137280	OMIM
DIS005017	Ménière's disease	000702	MedlinePlus
DIS003255	Meningism	29490	DiseasesDB
DIS003935	Meningitis	000680	MedlinePlus
DIS005691	Meningococcal disease	000608	MedlinePlus
DIS004904	Meningoencephalitis	22354	DiseasesDB
DIS003825	Menkes disease	001160	MedlinePlus
DIS003740	Menopause	000894	MedlinePlus
DIS007539	Mental disorder	28852	DiseasesDB
DIS006913	Mental retardation and microcephaly with pontine and cerebellar hypoplasia	163937	Orphanet
DIS006641	Meralgia paraesthetica	31968	DiseasesDB
DIS004855	Mercury poisoning	002476	MedlinePlus
DIS004398	Merkel-cell carcinoma	31386	DiseasesDB
DIS007223	MERRF syndrome	277.87	ICD-9-CM
DIS006982	Mesenchymal chondrosarcoma	D018211	MeSH
DIS003749	Mesenteric ischemia	001156	MedlinePlus
DIS006993	Mesoblastic nephroma	D018201	MeSH
DIS007032	Mesothelioma	000115	MedlinePlus
DIS003636	Metabolic acidosis	000335	MedlinePlus
DIS006395	Metabolic alkalosis	276.3	ICD-9-CM
DIS006080	Metabolic disorder	D008659	MeSH
DIS006365	Metabolic syndrome	007290	MedlinePlus
DIS005862	Metachromatic leukodystrophy	001205	MedlinePlus
DIS006579	Metal fume fever	987.8	ICD-9-CM
DIS007026	Metanephric adenoma	223.0	ICD-9-CM
DIS004896	Metaphyseal dysplasia	265900	OMIM
DIS006428	Metaplasia	D008679	MeSH
DIS000547	Metastasis	002260	MedlinePlus
DIS004612	Metatarsalgia	726.70	ICD-9-CM
DIS004971	Metatarsophalangeal joint sprain	845.12	ICD-9-CM
DIS005610	Methemoglobinemia	000562	MedlinePlus
DIS007348	Methylmalonyl-CoA mutase deficiency	251000	OMIM
DIS005521	Mevalonate kinase deficiency	251170	OMIM
DIS005282	Microcephaly	003272	MedlinePlus
DIS004183	Microcytic anemia	C562385 C562385, C562385	MeSH
DIS006293	Micrognathism	003306	MedlinePlus
DIS004229	Microphthalmia	29618	DiseasesDB
DIS000662	Micropsia	368.14	ICD-9-CM
DIS005564	Microscopic colitis	30087	DiseasesDB
DIS005131	Microscopic polyangiitis	446.0	ICD-9-CM
DIS005728	Microvenular hemangioma	D18.0	ICD-10
DIS005329	Microvillous inclusion disease	2290	Orphanet
DIS004758	Middle back pain	724.1	ICD-9-CM
DIS005579	Middle cerebral artery syndrome	D020244	MeSH
DIS003571	Middle East respiratory syndrome	480.9	ICD-9-CM
DIS006510	Migraine	000709	MedlinePlus
DIS004018	Migraine-associated vertigo	article/884136	eMedicine
DIS005545	Mild cognitive impairment	331.83	ICD-9-CM
DIS003337	Miliaria	31431	DiseasesDB
DIS007344	Miliary tuberculosis	000624	MedlinePlus
DIS005374	Milk allergy	995.3	ICD-9-CM
DIS003293	Milk sickness	D018602	MeSH
DIS006604	Milk-alkali syndrome	000332	MedlinePlus
DIS005703	Millard–Gubler syndrome	344.89	ICD-9-CM
DIS004515	Miller syndrome	246	Orphanet
DIS005484	Miller–Dieker syndrome	247200	OMIM
DIS003745	Milroy's disease	153100	OMIM
DIS005223	Minimal change disease	000496	MedlinePlus
DIS007573	Minimally conscious state	D018458	MeSH
DIS005569	Minimally differentiated acute myeloblastic leukemia	D015470	MeSH
DIS006744	Miosis	379.42	ICD-9-CM
DIS006668	Mirhosseini–Holmes–Walton syndrome	268050	OMIM
DIS006120	Mirizzi's syndrome	33254	DiseasesDB
DIS006408	Miscarriage	001488	MedlinePlus
DIS006771	Mismatch repair cancer syndrome	252202	Orphanet
DIS005416	Mitochondrial disease	277.87	ICD-9-CM
DIS006414	Mitochondrial DNA depletion syndrome	203700	OMIM
DIS004019	Mitochondrial neurogastrointestinal encephalopathy syndrome	277.87	ICD-9-CM
DIS006625	Mitochondrial trifunctional protein deficiency	34111	DiseasesDB
DIS004634	Mitral insufficiency	000176	MedlinePlus
DIS003421	Mitral valve prolapse	000180	MedlinePlus
DIS003307	Mitral valve stenosis	000175	MedlinePlus
DIS004878	Mittelschmerz	001503	MedlinePlus
DIS004158	Mixed connective tissue disease	710.8	ICD-9-CM
DIS006671	Mixed receptive-expressive language disorder	315.32	ICD-9-CM
DIS006372	Möbius syndrome	157900	OMIM
DIS006633	MODY 3	600496	OMIM
DIS005627	Mohr–Tranebjærg syndrome	304700	OMIM
DIS005481	Molar pregnancy	000909	MedlinePlus
DIS006456	Mollaret's meningitis	047.9	ICD-9-CM
DIS004431	Molluscum contagiosum	000826	MedlinePlus
DIS007629	Molybdenum cofactor deficiency	252150	OMIM
DIS005479	Molybdenum deficiency	E61.5	ICD-10
DIS006390	MOMO syndrome	157980	OMIM
DIS003988	Monckeberg's arteriosclerosis	440.20	ICD-9-CM
DIS005974	Mongolian spot	001472	MedlinePlus
DIS005427	Monilethrix	158000	OMIM
DIS006985	Monoarthritis	716.60	ICD-9-CM
DIS010292	Monoclonal gammopathy	273.1	ICD-9-CM
DIS004206	Monoclonal gammopathy of undetermined significance	1341	DiseasesDB
DIS003433	Monocytic leukemia	206	ICD-9-CM
DIS006001	Monocytosis	22713	DiseasesDB
DIS006450	Monoplegia	344.3	ICD-9-CM
DIS006279	Monorchism	752.89	ICD-9-CM
DIS005028	Mood disorder	296	ICD-9-CM
DIS006863	Morgagni Stewart Morel syndrome	144800	OMIM
DIS005709	MORM syndrome	610156	OMIM
DIS006087	Morning sickness	003119	MedlinePlus
DIS007465	Morphea	701.0	ICD-9-CM
DIS005141	Morquio syndrome	001206	MedlinePlus
DIS006413	Morsicatio buccarum	K13.1	ICD-10
DIS007367	Morton's neuroma	007286	MedlinePlus
DIS004842	Morvan's syndrome	12769	DiseasesDB
DIS004784	Motion sickness	11908	DiseasesDB
DIS007398	Motor neuron disease	335.2	ICD-9-CM
DIS003898	Mouth ulcer	001448	MedlinePlus
DIS003954	Movement disorders	333.9	ICD-9-CM
DIS007132	Mowat–Wilson syndrome	2152	Orphanet
DIS003243	Muckle–Wells syndrome	191900	OMIM
DIS007648	Mucoepidermoid carcinoma	607536	OMIM
DIS003811	Mucolipidosis type IV	252650	OMIM
DIS006295	Mucopolysaccharidosis	277.5	ICD-9-CM
DIS004291	Mucormycosis	000649	MedlinePlus
DIS003625	Mucositis	29692	DiseasesDB
DIS004141	Muenke syndrome	33585	DiseasesDB
DIS005253	Muir–Torre syndrome	158320	OMIM
DIS003642	Mulibrey nanism	253250	OMIM
DIS003590	Müllerian agenesis	158330	OMIM
DIS007375	Multicystic dysplastic kidney	1851	Orphanet
DIS004065	Multifocal motor neuropathy	641	Orphanet
DIS005470	Multiple endocrine neoplasia type 1	000398	MedlinePlus
DIS007252	Multiple endocrine neoplasia type 2	000399	MedlinePlus
DIS006806	Multiple epiphyseal dysplasia	120210	OMIM
DIS006452	Multiple hamartoma syndrome	158350	OMIM
DIS004689	Multiple sclerosis	000737	MedlinePlus
DIS003428	Multiple sulfatase deficiency	272200	OMIM
DIS005885	Multiple system atrophy	000757	MedlinePlus
DIS004103	Mumps	001557	MedlinePlus
DIS007618	Murine typhus	081.0	ICD-9-CM
DIS004178	Muscle atrophy	003188	MedlinePlus
DIS004749	Muscle tissue neoplasm	D009379	MeSH
DIS003586	Muscular dystrophy	001190	MedlinePlus
DIS004105	Musculoskeletal disorder	D009140	MeSH
DIS003770	Mushroom poisoning	988.1	ICD-9-CM
DIS000553	Myalgia	003178	MedlinePlus
DIS004275	Myasthenia gravis	000712	MedlinePlus
DIS007453	Mycobacterium avium-intracellulare infection	031.0	ICD-9-CM
DIS006921	Mycoplasma hominis infection	A49.3	ICD-10
DIS003181	Mycosis	110	ICD-9-CM
DIS005127	Mycosis fungoides	202.1	ICD-9-CM
DIS005132	Myelitis	29461	DiseasesDB
DIS005746	Myelodysplastic syndrome	238.7	ICD-9-CM
DIS007201	Myelofibrosis	000531	MedlinePlus
DIS003395	Myeloid leukemia	205	ICD-9-CM
DIS005412	Myelopathy	22984	DiseasesDB
DIS006613	Myeloperoxidase deficiency	254600	OMIM
DIS003664	Myelophthisic anemia	284.2	ICD-9-CM
DIS004156	Myeloproliferative neoplasm	205.1	ICD-9-CM
DIS001283	Myhre syndrome	139210	OMIM
DIS003257	Myiasis	134.0	ICD-9-CM
DIS006437	Myocardial rupture	8569	DiseasesDB
DIS003267	Myocarditis	000149	MedlinePlus
DIS000874	Myoclonic astatic epilepsy	1942	Orphanet
DIS004498	Myoclonic dystonia	159900	OMIM
DIS005664	Myoclonic epilepsy	D004831	MeSH
DIS006389	Myoclonus	23053	DiseasesDB
DIS001150	Myoepithelioma of the head and neck	D009208	MeSH
DIS003734	Myofascial pain syndrome	729.1	ICD-9-CM
DIS004979	Myoglobinuria	23059	DiseasesDB
DIS007479	Myokymia	31530	DiseasesDB
DIS004013	Myoma	D009214	MeSH
DIS004909	Myopathy	359.4	ICD-9-CM
DIS004457	Myosarcoma	D009217	MeSH
DIS006516	Myotonia	23079	DiseasesDB
DIS006583	Myotonia congenita	001424	MedlinePlus
DIS003729	Myotonic dystrophy	160900	OMIM
DIS007327	Myxedema	000353	MedlinePlus
DIS003523	Myxoid liposarcoma	613488	OMIM
DIS005893	Myxoma	212.7	ICD-9-CM
DIS005343	Naegleriasis	136.2	ICD-9-CM
DIS005693	Nail biting	307.9	ICD-9-CM
DIS003361	Nail–patella syndrome	161200	OMIM
DIS002918	Narcissistic personality disorder	000934	MedlinePlus
DIS004820	Narcolepsy	000802	MedlinePlus
DIS006922	Nasal congestion	003049	MedlinePlus
DIS003418	Nasal fracture	802.0	ICD-9-CM
DIS004832	Nasal polyp	001641	MedlinePlus
DIS004245	Nasal septum deviation	470	ICD-9-CM
DIS005408	Nasal septum perforation	478.1	ICD-9-CM
DIS004003	Nasolacrimal duct obstruction	001016	MedlinePlus
DIS004012	Nasopharyngeal angiofibroma	001572	MedlinePlus
DIS009885	Nasopharyngeal carcinoma	147	ICD-9-CM
DIS000020	Nausea	003117	MedlinePlus
DIS007160	Near-sightedness	001023	MedlinePlus
DIS007549	Necatoriasis	126.9	ICD-9-CM
DIS001256	Neck pain	23260	DiseasesDB
DIS003901	Necrobiosis lipoidica	5414	DiseasesDB
DIS006762	Necrotizing enterocolitis	001148	MedlinePlus
DIS005193	Necrotizing fasciitis	001443	MedlinePlus
DIS007590	Necrotizing sialometaplasia	31434	DiseasesDB
DIS007249	Necrotizing vasculitis	446	ICD-9-CM
DIS006997	Needlestick injury	31976	DiseasesDB
DIS003965	Nelson's syndrome	8863	DiseasesDB
DIS003953	Neonatal alloimmune thrombocytopenia	33767	DiseasesDB
DIS004655	Neonatal bowel obstruction	article/2066380	eMedicine
DIS005788	Neonatal conjunctivitis	001606	MedlinePlus
DIS006692	Neonatal encephalopathy	137577	Orphanet
DIS005278	Neonatal hemochromatosis	231100	OMIM
DIS004924	Neonatal hepatitis	774.4	ICD-9-CM
DIS004638	Neonatal herpes simplex	054.xx	ICD-9-CM
DIS005152	Neonatal infection	A50	ICD-10
DIS005826	Neonatal jaundice	001559	MedlinePlus
DIS006138	Neonatal sepsis	007303	MedlinePlus
DIS005954	Neonatal withdrawal	007313	MedlinePlus
DIS007065	Neonatal-onset multisystem inflammatory disease	32178	DiseasesDB
DIS003470	Neoplasm	001310.	MedlinePlus
DIS006686	Nephritic syndrome	000495	MedlinePlus
DIS004764	Nephritis	D009393	MeSH
DIS003979	Nephrocalcinosis	000492	MedlinePlus
DIS007127	Nephrogenic diabetes insipidus	000511	MedlinePlus
DIS003743	Nephrogenic systemic fibrosis	710.8	ICD-9-CM
DIS007002	Nephroptosis	593.0	ICD-9-CM
DIS006117	Nephrotic syndrome	000490	MedlinePlus
DIS003635	Nerve compression syndrome	355.9	ICD-9-CM
DIS006480	Nervous system disease	28844	DiseasesDB
DIS001275	Nervous system neoplasm	C69	ICD-10
DIS003384	Netherton syndrome	256500	OMIM
DIS004446	Neural tube defect	182940	OMIM
DIS005631	Neuralgia	001407	MedlinePlus
DIS006972	Neurapraxia	S04	ICD-10
DIS003522	Neurasthenia	300.5	ICD-9-CM
DIS004589	Neuroblastoma	001408	MedlinePlus
DIS007295	Neurocytoma	D018306	MeSH
DIS007370	Neuroendocrine tumor	209	ICD-9-CM
DIS007190	Neurofibroma	23371	DiseasesDB
DIS005932	Neurofibromatosis	101000	OMIM
DIS007639	Neurofibromatosis type I	000847	MedlinePlus
DIS003924	Neurofibromatosis type II	000795	MedlinePlus
DIS004261	Neurogenic bladder dysfunction	000754	MedlinePlus
DIS006514	Neurogenic shock	785	ICD-9-CM
DIS004193	Neuroleptic malignant syndrome	333.92	ICD-9-CM
DIS005101	Neuroma	9570/0	ICD-O
DIS006722	Neuromuscular disease	D009468	MeSH
DIS007021	Neuromuscular junction disease	D020511	MeSH
DIS005352	Neuromyelitis optica	29470	DiseasesDB
DIS004298	Neuromyotonia	11619	Orphanet
DIS006521	Neuronal ceroid lipofuscinosis	001613	MedlinePlus
DIS003987	Neuropathic pain	729.2	ICD-9-CM
DIS007408	Neuropathy, ataxia, and retinitis pigmentosa	277.87	ICD-9-CM
DIS004598	Neurosarcoidosis	000720	MedlinePlus
DIS000103	Neurosis	F40	ICD-10
DIS006459	Neutropenia	007230	MedlinePlus
DIS004089	Neutropenic enterocolitis	31505	DiseasesDB
DIS005628	Neutrophil-specific granule deficiency	245480	OMIM
DIS007014	Neutrophilia	8995	DiseasesDB
DIS004526	Neutrophilic eccrine hidradenitis	article/1070937	eMedicine
DIS014260	Neu–Laxova syndrome	256520	OMIM
DIS003543	Nevoid basal-cell carcinoma syndrome	001452	MedlinePlus
DIS004561	Nevus	216.0	ICD-9-CM
DIS006385	Nevus of Ito	263432	Orphanet
DIS006637	New daily persistent headache	339.42	ICD-9-CM
DIS005839	Nezelof syndrome	242700	OMIM
DIS006899	Nicotine poisoning	002510	MedlinePlus
DIS003788	Nicotine withdrawal	000953	MedlinePlus
DIS003462	Niemann–Pick disease, SMPD1-associated	257200	OMIM
DIS007567	Niemann–Pick disease, type C	257220	OMIM
DIS005317	Night eating syndrome	307.59	ICD-9-CM
DIS007604	Night terror	000809	MedlinePlus
DIS004516	Nightmare	F51.5	ICD-10
DIS005126	Nightmare disorder	307.47	ICD-9-CM
DIS003537	Nipple adenoma	217	ICD-9-CM
DIS004344	Nipple discharge	23444	DiseasesDB
DIS003253	Nocardiosis	039.9	ICD-9-CM
DIS003906	Nocturnal enuresis	003144	MedlinePlus
DIS005312	Nocturnal sleep-related eating disorder	307.50	ICD-9-CM
DIS006926	Noma (disease)	001342	MedlinePlus
DIS003876	Non-24-hour sleep–wake disorder	327.34	ICD-9-CM
DIS004093	Non-gonococcal urethritis	099.4	ICD-9-CM
DIS006588	Non-Hodgkin lymphoma	000581	MedlinePlus
DIS004833	Non-small-cell lung carcinoma	007194	MedlinePlus
DIS002696	Nonbacterial thrombotic endocarditis	29250	DiseasesDB
DIS007292	Noncompaction cardiomyopathy	601493	OMIM
DIS004332	Nonunion	D005599	MeSH
DIS005231	Nonvenereal endemic syphilis	104	ICD-9-CM
DIS004421	Noonan syndrome	001656	MedlinePlus
DIS007516	Normal anion gap acidosis	276.2	ICD-9-CM
DIS006186	Normal pressure hydrocephalus	000752	MedlinePlus
DIS005792	Norrie disease	310600	OMIM
DIS006091	Northern epilepsy syndrome	1947	Orphanet
DIS007515	Nosebleed	003106	MedlinePlus
DIS004675	Nuchal cord	762.5	ICD-9-CM
DIS007640	Nummular dermatitis	000870	MedlinePlus
DIS005400	Nutcracker esophagus	530.5	ICD-9-CM
DIS004509	Nutritional anemia	280	ICD-9-CM
DIS006789	Nyctalopia	003039	MedlinePlus
DIS003799	Nystagmus	003037	MedlinePlus
DIS007200	Obesity	007297	MedlinePlus
DIS013419	Obliterative bronchiolitis	1704	DiseasesDB
DIS004489	Obsessive–compulsive disorder	000929	MedlinePlus
DIS005497	Obsessive–compulsive personality disorder	000942	MedlinePlus
DIS004977	Obstetric fistula	619	ICD-9-CM
DIS006915	Obstetrical bleeding	641	ICD-9-CM
DIS004813	Obstructed labour	4025	DiseasesDB
DIS005076	Obstructive lung disease	D008173	MeSH
DIS005621	Obstructive uropathy	000507	MedlinePlus
DIS006123	Occipital horn syndrome	198	Orphanet
DIS004058	Occipital neuralgia	723.8	ICD-9-CM
DIS004028	Occupational asthma	000110	MedlinePlus
DIS004331	Occupational burnout	D002055	MeSH
DIS006099	Ocular albinism type 1	001479	MedlinePlus
DIS006869	Ocular hypertension	365.04	ICD-9-CM
DIS005642	Ocular ischemic syndrome	34069	DiseasesDB
DIS005411	Oculocerebrocutaneous syndrome	164180	OMIM
DIS003634	Oculocerebrorenal syndrome	270.8	ICD-9-CM
DIS007415	Oculogyric crisis	34992	DiseasesDB
DIS004248	Oculomotor nerve palsy	2861	DiseasesDB
DIS004880	Oculopharyngeal muscular dystrophy	164300	OMIM
DIS007561	Odontogenic myxoma	D16.4	ICD-10
DIS006197	Odontoma	34988	DiseasesDB
DIS006050	Ogden syndrome	276432	Orphanet
DIS003561	Ogilvie syndrome	000253	MedlinePlus
DIS005160	Oguchi disease	258100	OMIM
DIS007353	Ohtahara syndrome	308350	OMIM
DIS003891	Olecranon bursitis	726.33	ICD-9-CM
DIS003198	Oligodendroglioma	191.9	ICD-9-CM
DIS005611	Oligohydramnios	658.0	ICD-9-CM
DIS005092	Oligomenorrhea	14843	DiseasesDB
DIS003746	Olivopontocerebellar atrophy	000758	MedlinePlus
DIS003816	Ollier disease	166000	OMIM
DIS004957	Omenn syndrome	32676	DiseasesDB
DIS004858	Omental infarction	12938	DiseasesDB
DIS006701	Omphalitis of newborn	34512	DiseasesDB
DIS004297	Omphalocele	000994	MedlinePlus
DIS003310	Omsk hemorrhagic fever	065.1	ICD-9-CM
DIS003975	Onchocerciasis	125.3	ICD-9-CM
DIS007034	Oncocytoma	31956	DiseasesDB
DIS002835	Oncogenic osteomalacia	352540	Orphanet
DIS006177	Onychogryphosis	29441	DiseasesDB
DIS004534	Onycholysis	703.8	ICD-9-CM
DIS006442	Onychomycosis	001330	MedlinePlus
DIS004467	Ophthalmoparesis	367.52	ICD-9-CM
DIS003892	Opioid overdose	305.5	ICD-9-CM
DIS007506	Opioid use disorder	304.0	ICD-9-CM
DIS007622	Opisthorchiasis	121.0	ICD-9-CM
DIS006141	Opportunistic infection	D009894	MeSH
DIS005603	Opsoclonus myoclonus syndrome	1183	Orphanet
DIS005045	Optic disc drusen	177800	OMIM
DIS005878	Optic nerve glioma	001024	MedlinePlus
DIS003334	Optic nerve hypoplasia	137902	Orphanet
DIS006185	Optic neuritis	000741	MedlinePlus
DIS004898	Optic neuropathy	001622	MedlinePlus
DIS006157	Oral and maxillofacial pathology	520	ICD-9-CM
DIS004710	Oral cancer	001035	MedlinePlus
DIS004501	Oral candidiasis	000966	MedlinePlus
DIS002916	Oral mucocele	30713	DiseasesDB
DIS006552	Oral submucous fibrosis	33590	DiseasesDB
DIS005417	Orbital cellulitis	001012	MedlinePlus
DIS006444	Orbital lymphoma	C537131 C537131, C537131	MeSH
DIS005093	Orchitis	001280	MedlinePlus
DIS006175	Organic brain syndrome	001401	MedlinePlus
DIS005491	Organophosphate poisoning	989.3	ICD-9-CM
DIS005998	Ornithine aminotransferase deficiency	258870	OMIM
DIS005574	Ornithine transcarbamylase deficiency	000372	MedlinePlus
DIS003516	Ornithine translocase deficiency	238970	OMIM
DIS005912	Orofacial granulomatosis	33784	DiseasesDB
DIS005607	Orofaciodigital syndrome 1	2750	Orphanet
DIS005702	Oropouche fever	065	ICD-9-CM
DIS005113	Orthohantavirus	001382	MedlinePlus
DIS005055	Orthostatic hypotension	10470	DiseasesDB
DIS004969	Orthostatic intolerance	604715	OMIM
DIS003491	Osgood–Schlatter disease	001258	MedlinePlus
DIS005525	Osteitis fibrosa cystica	001252	MedlinePlus
DIS003757	Osteitis pubis	33068	DiseasesDB
DIS003225	Osteoarthritis	000423	MedlinePlus
DIS007013	Osteoblastoma	31488	DiseasesDB
DIS004300	Osteochondroma	34033	DiseasesDB
DIS005420	Osteochondrosis	732	ICD-9-CM
DIS007269	Osteogenesis imperfecta	001573	MedlinePlus
DIS006976	Osteoma cutis	166350	OMIM
DIS005943	Osteomalacia	000376/Osteomalacia	eMedicine
DIS006702	Osteomyelitis	000437	MedlinePlus
DIS006938	Osteopenia	29870	DiseasesDB
DIS003567	Osteopetrosis	166600	OMIM
DIS004024	Osteophyte	18621	DiseasesDB
DIS003382	Osteosarcoma	001650	MedlinePlus
DIS003572	Ostium primum atrial septal defect	1090	DiseasesDB
DIS000004	Otic polyp	001638	MedlinePlus
DIS003405	Otitis externa	000622	MedlinePlus
DIS005714	Otitis media	000638	MedlinePlus
DIS004699	Otocephaly	202650	OMIM
DIS005325	Otodental syndrome	166750	OMIM
DIS003476	Otomycosis	D059249 D059249, D059249	MeSH
DIS005384	Otosclerosis	001036	MedlinePlus
DIS005060	Ototoxicity	2874	DiseasesDB
DIS005500	Ovarian cancer	000889	MedlinePlus
DIS005052	Ovarian cyst	001504	MedlinePlus
DIS001265	Ovarian fibroma	C562391 C562391, C562391	MeSH
DIS005991	Ovarian pregnancy	633.2	ICD-9-CM
DIS007205	Ovarian serous cystadenoma	D018293	MeSH
DIS005006	Ovarian torsion	31120	DiseasesDB
DIS004161	Overactive bladder	001270	MedlinePlus
DIS003218	Overflow incontinence	788.38	ICD-9-CM
DIS005136	Overjet	524.26	ICD-9-CM
DIS004475	Oxycephaly	123100	OMIM
DIS004706	Oxygen toxicity	987.8	ICD-9-CM
DIS003677	Pachyonychia congenita	167210 167200, 167210	OMIM
DIS004788	Paget's disease of bone	000414	MedlinePlus
DIS007198	Paget's disease of the breast	174	ICD-9-CM
DIS003164	Paget–Schroetter disease	34349	DiseasesDB
DIS007526	Pain disorder	307.89	ICD-9-CM
DIS006994	Palindromic rheumatism	719.3	ICD-9-CM
DIS006407	Pallister–Hall syndrome	146510	OMIM
DIS006519	Pallister–Killian syndrome	601803	OMIM
DIS007433	Palmar erythema	24070	DiseasesDB
DIS003657	Palpitations	003081	MedlinePlus
DIS005804	Pancoast tumor	162.3	ICD-9-CM
DIS007484	Pancreas divisum	000247	MedlinePlus
DIS006124	Pancreatic abscess	000270	MedlinePlus
DIS006656	Pancreatic cancer	000236	MedlinePlus
DIS006812	Pancreatic neuroendocrine tumor	D018273	MeSH
DIS005381	Pancreatic pseudocyst	000272	MedlinePlus
DIS006198	Pancreatitis	001144	MedlinePlus
DIS000289	Pancreatoblastoma	C537162 C537162, C537162	MeSH
DIS005097	Pancytopenia	24135	DiseasesDB
DIS005550	PANDAS	279.49	ICD-9-CM
DIS004923	Panic attack	300.01	ICD-9-CM
DIS004586	Panic disorder	000924	MedlinePlus
DIS004865	Panniculitis	29081	DiseasesDB
DIS004860	Pantothenate kinase-associated neurodegeneration	001225	MedlinePlus
DIS005201	PAPA syndrome	32724	DiseasesDB
DIS004465	Papillary serous cystadenocarcinoma	183.0	ICD-9-CM
DIS006332	Papilledema	377.0	ICD-9-CM
DIS004470	Papilloma	D010212	MeSH
DIS007031	Papillon–Lefèvre syndrome	245000	OMIM
DIS007177	Papillorenal syndrome	120330	OMIM
DIS000665	Pappataci fever	066.0	ICD-9-CM
DIS007642	Papular mucinosis	701.8	ICD-9-CM
DIS004766	Paracetamol poisoning	002598	MedlinePlus
DIS003232	Paraganglioma	194.5	ICD-9-CM
DIS007135	Paragonimiasis	30756	DiseasesDB
DIS000859	Paralysis	359.3	ICD-9-CM
DIS004622	Parametritis	614.4	ICD-9-CM
DIS004581	Paramyotonia congenita	000316	MedlinePlus
DIS005660	Paraneoplastic cerebellar degeneration	334.9	ICD-9-CM
DIS004835	Paraneoplastic syndrome	2064	DiseasesDB
DIS003398	Paranoia	295.3	ICD-9-CM
DIS003404	Paranoid personality disorder	000938	MedlinePlus
DIS006897	Paranoid schizophrenia	295.3	ICD-9-CM
DIS004733	Paraovarian cyst	752.11	ICD-9-CM
DIS003452	Paraphilia	D010262	MeSH
DIS007237	Paraphimosis	001281	MedlinePlus
DIS005832	Paraphrenia	297.2	ICD-9-CM
DIS004418	Parasitic disease	D010272	MeSH
DIS004620	Parasomnia	307.47	ICD-9-CM
DIS005652	Parathyroid adenoma	001188	MedlinePlus
DIS005396	Parathyroid carcinoma	007264	MedlinePlus
DIS004389	Paratuberculosis	33739	DiseasesDB
DIS007643	Paratyphoid fever	002	ICD-9-CM
DIS004551	Parinaud's syndrome	32982	DiseasesDB
DIS005685	Paris-Trousseau syndrome	188025	OMIM
DIS003960	Parkes Weber syndrome	33714	DiseasesDB
DIS005849	Parkinson's disease	000755	MedlinePlus
DIS004876	Parkinsonism	000759	MedlinePlus
DIS003396	Paronychia	001444	MedlinePlus
DIS004619	Parotitis	072.9	ICD-9-CM
DIS004873	Paroxysmal cold hemoglobinuria	283.2	ICD-9-CM
DIS006098	Paroxysmal extreme pain disorder	167400	OMIM
DIS006043	Paroxysmal nocturnal hemoglobinuria	000534	MedlinePlus
DIS004931	Paroxysmal nonkinesigenic dyskinesia	118800	OMIM
DIS006616	Parry–Romberg syndrome	1214	Orphanet
DIS006484	Parsonage–Turner syndrome	32166	DiseasesDB
DIS007247	PASLI disease	616005 615513, 616005	OMIM
DIS004794	Patau syndrome	001660	MedlinePlus
DIS005775	Patellar tendinitis	726.64	ICD-9-CM
DIS007619	Patellar tendon rupture	727.66	ICD-9-CM
DIS007569	Patellofemoral pain syndrome	33163	DiseasesDB
DIS004434	Patent ductus arteriosus	001560	MedlinePlus
DIS001483	Pathologic fracture	733.1	ICD-9-CM
DIS005925	Pattern hair loss	001177	MedlinePlus
DIS003605	Patterson syndrome	169170	OMIM
DIS006245	Patulous Eustachian tube	381.7	ICD-9-CM
DIS003706	Peanut allergy	29154	DiseasesDB
DIS007455	Pearson syndrome	32159	DiseasesDB
DIS004902	Pectus carinatum	003321	MedlinePlus
DIS003480	Pectus excavatum	003320	MedlinePlus
DIS006542	Pediculosis corporis	000838	MedlinePlus
